Incident_ID,Incident_Type,Unit_Type,Priority,Weather_Index,Hour_of_Day,TurnoutTime_Seconds
1577,False Alarm,Chief,1,Rain,16,54
1578,Medical,Engine,1,Rain,6,62
1579,Medical,Ambulance,2,Clear,5,69
1580,Medical,Ladder,2,Clear,4,66
1581,False Alarm,Chief,2,Rain,16,76
1582,Medical,Ladder,1,Clear,7,74
1583,Medical,Chief,1,Fog,0,40
1584,Traffic Accident,Rescue Squad,1,Rain,15,37
1585,Medical,Ladder,1,Clear,16,71
1586,Medical,Ladder,2,Clear,2,77
1587,Medical,Ladder,1,Snow,12,104
1588,Medical,Rescue Squad,1,Clear,7,63
1589,Medical,Ambulance,2,Clear,15,61
1590,Medical,Chief,2,Rain,23,66
1591,Traffic Accident,Ladder,2,Rain,6,60
1592,Medical,Rescue Squad,3,Clear,20,81
1593,Medical,Ambulance,1,Clear,14,57
1594,Wellness Check,Chief,2,Fog,23,57
1595,Medical,Rescue Squad,2,Storm,1,68
1596,Traffic Accident,Chief,2,Rain,23,34
1597,Medical,Ladder,3,Storm,1,117
1598,Medical,Ambulance,1,Clear,9,65
1599,Medical,Rescue Squad,2,Clear,4,61
1600,Medical,Ambulance,1,Clear,3,49
1601,Medical,Ladder,2,Clear,14,55
1602,Medical,Ambulance,2,Clear,12,51
1603,Medical,Ambulance,3,Clear,16,104
1604,Medical,Engine,3,Snow,20,131
1605,Medical,Ambulance,2,Rain,22,57
1606,Medical,Chief,1,Rain,0,30
1607,Medical,Rescue Squad,2,Clear,17,79
1608,Structure Fire,Engine,2,Clear,14,70
1609,Traffic Accident,Rescue Squad,1,Clear,13,34
1610,Medical,Rescue Squad,2,Rain,8,68
1611,Traffic Accident,Ladder,3,Clear,11,95
1612,Traffic Accident,Ladder,2,Clear,4,63
1613,Medical,Engine,2,Clear,22,71
1614,Wellness Check,Ladder,3,Rain,1,91
1615,False Alarm,Ladder,1,Fog,22,43
1616,Medical,Ladder,1,Rain,22,59
1617,Medical,Rescue Squad,2,Clear,6,51
1618,Wellness Check,Engine,2,Clear,20,55
1619,Traffic Accident,Rescue Squad,2,Clear,8,60
1620,Medical,Chief,1,Clear,17,64
1621,Medical,Rescue Squad,1,Clear,3,60
1622,Medical,Chief,1,Clear,1,45
1623,Medical,Ambulance,3,Clear,23,97
1624,Traffic Accident,Ambulance,2,Clear,0,74
1625,Medical,Chief,2,Clear,11,65
1626,Medical,Chief,1,Rain,12,60
1627,Traffic Accident,Rescue Squad,1,Storm,13,82
1628,Medical,Chief,2,Fog,4,71
1629,Medical,Engine,1,Clear,2,36
1630,Traffic Accident,Ambulance,2,Clear,3,57
1631,Wellness Check,Ambulance,2,Fog,16,71
1632,Structure Fire,Chief,2,Clear,18,99
1633,Structure Fire,Ladder,2,Snow,10,102
1634,Medical,Ladder,2,Clear,7,105
1635,Medical,Chief,1,Fog,11,46
1636,Structure Fire,Engine,2,Fog,17,97
1637,Medical,Ladder,2,Rain,17,93
1638,Medical,Chief,1,Rain,8,69
1639,Medical,Engine,3,Clear,4,92
1640,Medical,Engine,1,Clear,20,54
1641,Medical,Rescue Squad,1,Clear,16,68
1642,Medical,Engine,1,Clear,12,50
1643,Medical,Ladder,3,Clear,5,108
1644,Medical,Ladder,2,Clear,23,89
1645,Wellness Check,Chief,2,Fog,21,55
1646,Structure Fire,Chief,1,Clear,13,53
1647,Traffic Accident,Engine,2,Clear,14,61
1648,Traffic Accident,Ambulance,2,Clear,22,56
1649,Medical,Rescue Squad,3,Clear,13,69
1650,Medical,Ambulance,1,Clear,3,55
1651,Structure Fire,Engine,1,Storm,17,117
1652,Structure Fire,Engine,1,Clear,0,61
1653,Traffic Accident,Ambulance,3,Clear,11,88
1654,Medical,Rescue Squad,2,Clear,21,51
1655,Medical,Ambulance,2,Clear,8,77
1656,Medical,Chief,2,Snow,9,113
1657,Medical,Ladder,3,Clear,20,86
1658,Traffic Accident,Chief,3,Clear,17,109
1659,Structure Fire,Ladder,2,Clear,16,85
1660,Medical,Engine,1,Storm,18,131
1661,False Alarm,Rescue Squad,1,Clear,3,54
1662,Traffic Accident,Ambulance,3,Fog,15,92
1663,Medical,Rescue Squad,2,Clear,6,66
1664,Medical,Ambulance,1,Clear,8,59
1665,Medical,Chief,2,Rain,7,79
1666,Medical,Chief,3,Clear,6,72
1667,Medical,Ambulance,2,Clear,9,82
1668,Medical,Rescue Squad,2,Clear,7,95
1669,Medical,Ambulance,3,Clear,23,65
1670,Medical,Engine,2,Snow,16,106
1671,Wellness Check,Chief,1,Clear,11,41
1672,Medical,Engine,3,Rain,13,76
1673,Structure Fire,Chief,3,Clear,11,82
1674,Medical,Chief,3,Clear,1,76
1675,False Alarm,Ladder,2,Rain,11,81
1676,Medical,Engine,1,Clear,13,52
1677,Medical,Engine,3,Clear,6,94
1678,False Alarm,Ladder,1,Clear,12,56
1679,Wellness Check,Rescue Squad,3,Clear,20,55
1680,Wellness Check,Engine,3,Fog,3,75
1681,Medical,Ambulance,2,Clear,0,63
1682,Medical,Ladder,3,Clear,16,123
1683,Traffic Accident,Engine,2,Rain,2,69
1684,False Alarm,Rescue Squad,1,Clear,16,73
1685,Structure Fire,Engine,2,Clear,7,97
1686,Structure Fire,Chief,1,Clear,2,60
1687,Medical,Ambulance,2,Fog,9,56
1688,Traffic Accident,Ladder,1,Storm,1,101
1689,Medical,Chief,2,Rain,21,53
1690,Medical,Rescue Squad,3,Clear,3,80
1691,Medical,Chief,3,Rain,13,91
1692,Structure Fire,Chief,2,Clear,10,38
1693,Medical,Rescue Squad,2,Clear,13,57
1694,Medical,Chief,2,Storm,12,109
1695,Traffic Accident,Ladder,3,Clear,3,83
1696,Medical,Engine,2,Clear,1,79
1697,Structure Fire,Chief,2,Fog,1,66
1698,Medical,Ladder,3,Rain,10,91
1699,Medical,Engine,2,Clear,21,75
1700,Structure Fire,Engine,3,Clear,4,102
1701,Medical,Chief,3,Clear,8,112
1702,Medical,Ladder,3,Clear,19,99
1703,Medical,Chief,1,Clear,20,36
1704,Medical,Rescue Squad,2,Clear,16,94
1705,False Alarm,Engine,3,Storm,11,124
1706,Medical,Chief,2,Clear,17,94
1707,Wellness Check,Engine,2,Clear,2,58
1708,Medical,Ladder,1,Clear,4,65
1709,Traffic Accident,Ambulance,1,Clear,20,36
1710,Traffic Accident,Chief,2,Clear,19,83
1711,Structure Fire,Chief,2,Fog,13,51
1712,Medical,Engine,2,Fog,15,58
1713,Medical,Ladder,2,Clear,18,95
1714,Medical,Rescue Squad,2,Fog,8,100
1715,False Alarm,Ladder,2,Clear,16,103
1716,Wellness Check,Chief,2,Rain,21,76
1717,False Alarm,Rescue Squad,2,Clear,6,56
1718,Medical,Ladder,2,Fog,9,90
1719,Traffic Accident,Ambulance,1,Clear,3,37
1720,False Alarm,Engine,2,Clear,9,81
1721,Medical,Ladder,2,Rain,2,56
1722,Medical,Ladder,2,Clear,23,63
1723,Traffic Accident,Ambulance,2,Clear,8,63
1724,Structure Fire,Chief,2,Clear,12,67
1725,Wellness Check,Engine,1,Rain,0,69
1726,Medical,Ladder,3,Clear,14,92
1727,Traffic Accident,Rescue Squad,1,Clear,14,38
1728,Medical,Ladder,3,Fog,10,97
1729,Medical,Engine,2,Clear,9,96
1730,Medical,Ladder,2,Clear,6,80
1731,Wellness Check,Ambulance,1,Rain,0,35
1732,Traffic Accident,Ladder,1,Rain,6,46
1733,Structure Fire,Ladder,1,Storm,4,103
1734,Medical,Rescue Squad,1,Clear,22,44
1735,Wellness Check,Ambulance,2,Clear,15,69
1736,Medical,Ambulance,2,Snow,7,109
1737,Wellness Check,Ladder,2,Snow,21,110
1738,Medical,Rescue Squad,1,Rain,1,50
1739,Medical,Ladder,3,Clear,7,94
1740,Medical,Ladder,2,Clear,13,69
1741,Medical,Engine,1,Clear,3,34
1742,Traffic Accident,Engine,2,Fog,23,84
1743,Structure Fire,Rescue Squad,1,Clear,14,31
1744,Medical,Chief,1,Clear,6,43
1745,Wellness Check,Engine,2,Clear,19,69
1746,Medical,Chief,2,Clear,7,72
1747,Structure Fire,Ambulance,3,Clear,10,98
1748,False Alarm,Engine,2,Rain,1,63
1749,Traffic Accident,Engine,3,Clear,8,108
1750,Medical,Rescue Squad,3,Clear,5,73
1751,False Alarm,Chief,3,Clear,22,73
1752,Traffic Accident,Engine,2,Snow,0,111
1753,Medical,Engine,1,Storm,2,87
1754,Medical,Rescue Squad,1,Rain,9,70
1755,Traffic Accident,Rescue Squad,2,Rain,4,52
1756,Traffic Accident,Chief,2,Clear,11,59
1757,Structure Fire,Ambulance,1,Rain,22,31
1758,Wellness Check,Ambulance,2,Storm,0,100
1759,Traffic Accident,Ladder,1,Clear,8,74
1760,Medical,Engine,2,Clear,20,65
1761,Medical,Chief,1,Storm,12,59
1762,Medical,Engine,2,Rain,18,93
1763,Traffic Accident,Chief,2,Clear,6,76
1764,Medical,Chief,1,Storm,15,73
1765,Structure Fire,Chief,2,Clear,7,89
1766,Traffic Accident,Engine,2,Clear,18,97
1767,Wellness Check,Rescue Squad,1,Rain,6,30
1768,Medical,Engine,1,Clear,22,55
1769,Wellness Check,Chief,2,Rain,3,62
1770,Medical,Ladder,2,Clear,9,99
1771,Wellness Check,Ambulance,2,Clear,0,59
1772,Medical,Chief,1,Clear,16,54
1773,Medical,Ladder,2,Clear,20,69
1774,Traffic Accident,Rescue Squad,1,Clear,12,41
1775,Medical,Chief,3,Storm,18,142
1776,Medical,Ladder,2,Clear,12,69
1777,Traffic Accident,Chief,3,Clear,8,85
1778,Traffic Accident,Engine,2,Clear,4,75
1779,Traffic Accident,Ladder,2,Snow,22,89
1780,Traffic Accident,Engine,2,Clear,0,66
1781,Structure Fire,Engine,2,Clear,1,65
1782,Medical,Ladder,2,Clear,10,72
1783,Medical,Ambulance,2,Clear,3,46
1784,Medical,Ladder,2,Clear,8,97
1785,False Alarm,Ambulance,2,Rain,4,70
1786,Structure Fire,Chief,2,Fog,4,60
1787,Medical,Chief,3,Clear,7,96
1788,Medical,Ladder,2,Fog,1,66
1789,False Alarm,Chief,2,Fog,6,62
1790,Medical,Rescue Squad,2,Fog,16,81
1791,Structure Fire,Engine,2,Storm,10,112
1792,Structure Fire,Engine,3,Snow,14,109
1793,Traffic Accident,Ambulance,3,Clear,2,82
1794,Medical,Chief,2,Clear,12,61
1795,Wellness Check,Ambulance,2,Clear,17,77
1796,False Alarm,Engine,2,Fog,19,73
1797,Structure Fire,Engine,2,Clear,19,67
1798,Traffic Accident,Chief,3,Clear,2,70
1799,False Alarm,Rescue Squad,1,Clear,1,47
1800,Traffic Accident,Rescue Squad,1,Snow,4,92
1801,Medical,Chief,1,Rain,19,44
1802,Structure Fire,Chief,2,Clear,4,70
1803,Traffic Accident,Ambulance,3,Clear,12,77
1804,Medical,Chief,1,Rain,7,74
1805,Traffic Accident,Rescue Squad,2,Clear,15,44
1806,False Alarm,Chief,2,Clear,17,104
1807,False Alarm,Ambulance,2,Clear,15,57
1808,Medical,Ambulance,2,Storm,0,98
1809,Medical,Ambulance,3,Clear,7,98
1810,False Alarm,Ambulance,1,Clear,20,35
1811,Wellness Check,Ladder,2,Rain,1,58
1812,Medical,Chief,1,Clear,23,45
1813,False Alarm,Engine,2,Clear,4,71
1814,Wellness Check,Chief,3,Clear,14,82
1815,Structure Fire,Ladder,1,Fog,13,54
1816,Structure Fire,Ambulance,1,Clear,2,44
1817,Medical,Ladder,2,Rain,6,57
1818,Medical,Rescue Squad,2,Storm,3,81
1819,Medical,Rescue Squad,2,Snow,10,98
1820,Wellness Check,Chief,1,Rain,11,39
1821,Medical,Chief,1,Rain,14,47
1822,Medical,Engine,2,Fog,5,68
1823,Medical,Engine,1,Storm,23,87
1824,Structure Fire,Rescue Squad,3,Storm,0,110
1825,False Alarm,Ambulance,1,Rain,17,70
1826,Medical,Ladder,2,Clear,13,77
1827,Medical,Engine,1,Clear,23,74
1828,Traffic Accident,Engine,1,Clear,6,63
1829,Medical,Ambulance,2,Fog,9,66
1830,Medical,Ambulance,2,Fog,8,68
1831,Medical,Chief,1,Clear,1,42
1832,Medical,Ladder,1,Clear,7,73
1833,Medical,Ambulance,1,Clear,21,48
1834,Medical,Engine,2,Clear,0,74
1835,Medical,Engine,2,Rain,19,65
1836,False Alarm,Rescue Squad,1,Clear,1,56
1837,Medical,Ambulance,2,Clear,6,74
1838,Structure Fire,Chief,2,Clear,15,41
1839,Traffic Accident,Ladder,3,Clear,21,75
1840,Medical,Chief,3,Storm,3,127
1841,Traffic Accident,Engine,2,Clear,20,78
1842,Medical,Chief,1,Fog,16,71
1843,False Alarm,Engine,1,Clear,3,55
1844,Medical,Engine,2,Clear,2,68
1845,Medical,Engine,3,Rain,8,116
1846,Medical,Engine,2,Rain,21,71
1847,False Alarm,Engine,2,Clear,14,83
1848,Structure Fire,Rescue Squad,2,Clear,19,53
1849,Structure Fire,Chief,2,Clear,2,60
1850,Medical,Rescue Squad,1,Rain,11,53
1851,Traffic Accident,Rescue Squad,2,Clear,14,61
1852,Medical,Ambulance,1,Clear,19,51
1853,Wellness Check,Ambulance,1,Rain,7,72
1854,Medical,Ambulance,2,Clear,11,55
1855,Medical,Ladder,1,Clear,20,44
1856,Medical,Ambulance,1,Clear,12,37
1857,Medical,Chief,1,Storm,14,61
1858,Structure Fire,Rescue Squad,3,Clear,10,61
1859,Medical,Chief,2,Fog,16,87
1860,Traffic Accident,Ambulance,1,Clear,20,30
1861,Medical,Ladder,2,Rain,23,88
1862,Structure Fire,Ladder,1,Clear,11,49
1863,Medical,Rescue Squad,2,Clear,19,57
1864,Medical,Chief,2,Snow,17,91
1865,Structure Fire,Engine,3,Snow,15,127
1866,Medical,Chief,2,Rain,2,57
1867,Medical,Ambulance,3,Snow,8,140
1868,Wellness Check,Engine,3,Clear,6,82
1869,False Alarm,Ladder,3,Clear,18,123
1870,Medical,Rescue Squad,2,Clear,4,51
1871,Medical,Rescue Squad,2,Fog,18,88
1872,Traffic Accident,Ladder,2,Clear,9,104
1873,Medical,Ambulance,1,Fog,19,59
1874,Medical,Ladder,1,Clear,11,63
1875,Medical,Ambulance,2,Rain,7,89
1876,Traffic Accident,Engine,2,Clear,2,69
1877,Traffic Accident,Ladder,3,Clear,18,117
1878,Medical,Ambulance,1,Rain,10,52
1879,Medical,Engine,1,Clear,7,71
1880,Medical,Ladder,2,Fog,12,79
1881,Traffic Accident,Rescue Squad,2,Rain,22,50
1882,Medical,Ladder,1,Clear,22,59
1883,Medical,Chief,3,Fog,9,102
1884,Traffic Accident,Ladder,2,Rain,17,89
1885,Medical,Chief,2,Rain,11,44
1886,Traffic Accident,Engine,3,Clear,6,87
1887,Medical,Ladder,2,Clear,10,43
1888,Medical,Engine,2,Rain,9,92
1889,Medical,Engine,3,Fog,2,77
1890,Traffic Accident,Ambulance,1,Clear,6,76
1891,Wellness Check,Engine,2,Clear,3,80
1892,Wellness Check,Engine,1,Clear,7,78
1893,Medical,Ladder,1,Clear,7,93
1894,Traffic Accident,Ladder,3,Rain,5,97
1895,Medical,Rescue Squad,2,Rain,12,48
1896,Medical,Ambulance,2,Clear,11,53
1897,Wellness Check,Engine,3,Fog,2,100
1898,Medical,Ambulance,3,Clear,5,70
1899,Medical,Chief,3,Rain,21,83
1900,Medical,Engine,2,Clear,18,98
1901,Medical,Ambulance,2,Clear,10,57
1902,Medical,Rescue Squad,1,Fog,3,46
1903,Structure Fire,Rescue Squad,2,Clear,14,68
1904,Medical,Engine,2,Clear,1,77
1905,Wellness Check,Chief,2,Clear,14,64
1906,Wellness Check,Rescue Squad,2,Clear,16,82
1907,Medical,Rescue Squad,3,Clear,1,85
1908,Medical,Chief,2,Clear,6,39
1909,Medical,Ambulance,2,Fog,15,74
1910,Structure Fire,Rescue Squad,2,Rain,4,58
1911,Medical,Ladder,1,Clear,15,47
1912,Traffic Accident,Rescue Squad,1,Rain,18,71
1913,Medical,Ambulance,2,Clear,1,65
1914,Structure Fire,Ambulance,1,Clear,14,35
1915,Medical,Engine,2,Clear,3,70
1916,Medical,Ladder,2,Clear,1,70
1917,False Alarm,Ambulance,1,Fog,22,44
1918,Traffic Accident,Chief,1,Clear,9,87
1919,Medical,Ladder,2,Snow,21,111
1920,Wellness Check,Ladder,2,Clear,23,68
1921,Medical,Chief,2,Clear,4,53
1922,Wellness Check,Rescue Squad,2,Rain,17,79
1923,Traffic Accident,Chief,2,Clear,3,63
1924,Medical,Chief,3,Clear,0,75
1925,Medical,Rescue Squad,2,Clear,17,84
1926,Medical,Rescue Squad,3,Clear,19,81
1927,Structure Fire,Rescue Squad,1,Fog,5,45
1928,Traffic Accident,Rescue Squad,2,Clear,19,61
1929,Medical,Rescue Squad,2,Clear,19,61
1930,Medical,Chief,1,Fog,13,51
1931,Wellness Check,Engine,1,Clear,9,96
1932,False Alarm,Engine,2,Clear,17,110
1933,Structure Fire,Ambulance,1,Clear,8,60
1934,Medical,Engine,1,Clear,11,67
1935,Medical,Engine,3,Clear,9,107
1936,Medical,Chief,3,Clear,23,74
1937,False Alarm,Rescue Squad,2,Fog,23,67
1938,Medical,Rescue Squad,2,Clear,20,66
1939,Structure Fire,Chief,3,Clear,18,103
1940,Medical,Engine,2,Clear,5,64
1941,Structure Fire,Chief,1,Clear,13,39
1942,Traffic Accident,Ambulance,3,Fog,7,102
1943,Wellness Check,Rescue Squad,2,Clear,22,57
1944,Medical,Ladder,2,Clear,13,78
1945,Medical,Ambulance,2,Clear,10,57
1946,Medical,Ambulance,2,Clear,23,56
1947,False Alarm,Chief,3,Rain,15,63
1948,Wellness Check,Engine,2,Clear,19,78
1949,Structure Fire,Rescue Squad,3,Clear,5,83
1950,Traffic Accident,Ladder,3,Clear,14,67
1951,Traffic Accident,Ambulance,2,Clear,14,64
1952,Medical,Ladder,2,Clear,13,65
1953,False Alarm,Engine,2,Clear,20,77
1954,Medical,Engine,1,Fog,11,53
1955,Medical,Ladder,1,Clear,1,46
1956,Structure Fire,Rescue Squad,2,Fog,7,103
1957,Medical,Engine,2,Clear,18,110
1958,Medical,Ladder,1,Rain,13,53
1959,Traffic Accident,Ambulance,1,Clear,4,48
1960,Medical,Ladder,3,Rain,23,85
1961,Traffic Accident,Ladder,2,Clear,8,74
1962,Medical,Chief,3,Clear,12,93
1963,Medical,Engine,2,Rain,8,87
1964,Medical,Rescue Squad,2,Clear,13,72
1965,Medical,Rescue Squad,1,Clear,4,51
1966,Traffic Accident,Chief,2,Clear,1,62
1967,Medical,Rescue Squad,2,Clear,6,59
1968,Structure Fire,Ladder,1,Clear,15,62
1969,Medical,Chief,2,Clear,10,50
1970,Traffic Accident,Ambulance,2,Clear,10,73
1971,False Alarm,Engine,2,Clear,22,71
1972,Traffic Accident,Engine,2,Clear,11,84
1973,Medical,Engine,2,Clear,12,68
1974,Medical,Ladder,2,Clear,7,94
1975,Medical,Ambulance,3,Fog,23,82
1976,Structure Fire,Chief,3,Clear,15,85
1977,Medical,Chief,3,Fog,20,98
1978,Medical,Engine,2,Rain,0,65
1979,Structure Fire,Ambulance,2,Fog,12,58
1980,Medical,Ambulance,2,Snow,10,86
1981,Traffic Accident,Ambulance,1,Rain,3,30
1982,Medical,Rescue Squad,3,Clear,3,74
1983,Medical,Rescue Squad,2,Clear,14,55
1984,Traffic Accident,Engine,1,Clear,2,81
1985,Medical,Ambulance,1,Storm,23,83
1986,Traffic Accident,Ambulance,3,Storm,18,135
1987,Medical,Chief,1,Rain,20,30
1988,Medical,Chief,1,Fog,1,44
1989,Wellness Check,Engine,2,Fog,5,79
1990,Traffic Accident,Ambulance,1,Clear,21,70
1991,Traffic Accident,Engine,3,Rain,23,83
1992,Medical,Chief,2,Clear,7,56
1993,Structure Fire,Chief,2,Clear,16,75
1994,Medical,Rescue Squad,3,Clear,4,72
1995,Medical,Engine,2,Clear,1,62
1996,False Alarm,Engine,2,Rain,11,79
1997,Medical,Ambulance,2,Clear,4,63
1998,False Alarm,Ambulance,2,Fog,9,69
1999,Medical,Rescue Squad,2,Clear,8,93
2000,Medical,Ladder,2,Clear,19,88
2001,Structure Fire,Ladder,3,Snow,7,130
2002,Wellness Check,Ladder,2,Rain,0,81
2003,Traffic Accident,Engine,3,Clear,23,88
2004,Wellness Check,Engine,2,Clear,5,60
2005,Traffic Accident,Chief,2,Clear,23,45
2006,Traffic Accident,Engine,3,Fog,21,85
2007,Wellness Check,Engine,1,Rain,10,49
2008,Medical,Engine,2,Clear,2,71
2009,Medical,Rescue Squad,2,Clear,14,81
2010,Medical,Engine,2,Fog,10,64
2011,False Alarm,Ambulance,1,Rain,23,30
2012,False Alarm,Ambulance,2,Snow,4,100
2013,Medical,Chief,2,Clear,15,70
2014,Traffic Accident,Rescue Squad,2,Fog,20,57
2015,False Alarm,Ambulance,3,Rain,6,86
2016,Medical,Rescue Squad,3,Rain,5,81
2017,Structure Fire,Rescue Squad,2,Clear,8,88
2018,False Alarm,Chief,3,Fog,6,95
2019,Medical,Rescue Squad,2,Rain,2,50
2020,Traffic Accident,Engine,2,Fog,10,59
2021,Medical,Rescue Squad,2,Clear,11,50
2022,False Alarm,Chief,2,Clear,20,63
2023,False Alarm,Chief,1,Clear,10,45
2024,False Alarm,Chief,2,Clear,1,67
2025,Medical,Ambulance,2,Clear,0,59
2026,Wellness Check,Engine,2,Clear,23,68
2027,Wellness Check,Ambulance,3,Clear,23,83
2028,Medical,Ladder,2,Snow,1,124
2029,Wellness Check,Engine,1,Clear,13,43
2030,Medical,Rescue Squad,2,Clear,12,50
2031,Structure Fire,Chief,2,Fog,23,60
2032,Medical,Ladder,2,Clear,4,90
2033,Medical,Engine,1,Clear,1,44
2034,Medical,Ambulance,2,Clear,22,59
2035,Traffic Accident,Chief,3,Clear,22,71
2036,Medical,Ambulance,2,Clear,18,86
2037,Traffic Accident,Engine,3,Clear,16,90
2038,Medical,Engine,3,Storm,10,100
2039,Medical,Ladder,1,Clear,15,67
2040,Structure Fire,Rescue Squad,2,Clear,19,60
2041,Traffic Accident,Ambulance,2,Rain,17,72
2042,Medical,Ladder,1,Clear,19,54
2043,Traffic Accident,Chief,2,Clear,7,87
2044,Wellness Check,Rescue Squad,2,Fog,1,65
2045,Traffic Accident,Ladder,1,Clear,16,55
2046,Medical,Ambulance,3,Fog,10,69
2047,Medical,Engine,2,Clear,13,60
2048,Wellness Check,Chief,3,Rain,15,86
2049,Medical,Ambulance,2,Clear,14,59
2050,Wellness Check,Rescue Squad,3,Clear,14,94
2051,Structure Fire,Rescue Squad,2,Rain,2,68
2052,False Alarm,Engine,1,Storm,6,83
2053,Traffic Accident,Engine,2,Rain,11,69
2054,False Alarm,Chief,2,Rain,21,72
2055,Medical,Chief,2,Storm,21,101
2056,Traffic Accident,Engine,2,Clear,22,69
2057,Medical,Engine,1,Clear,23,45
2058,Medical,Rescue Squad,2,Clear,2,38
2059,Traffic Accident,Engine,2,Rain,18,68
2060,Wellness Check,Ladder,2,Snow,9,120
2061,False Alarm,Ambulance,2,Rain,7,86
2062,Traffic Accident,Engine,3,Fog,15,83
2063,Medical,Chief,2,Rain,15,73
2064,Medical,Ladder,2,Clear,11,67
2065,Traffic Accident,Chief,3,Clear,22,74
2066,Medical,Ladder,2,Fog,4,81
2067,Medical,Engine,1,Clear,19,65
2068,Medical,Ambulance,1,Clear,5,44
2069,Medical,Chief,2,Clear,5,65
2070,Medical,Ladder,1,Clear,7,85
2071,Medical,Rescue Squad,2,Rain,16,104
2072,Medical,Engine,1,Clear,11,53
2073,Medical,Ambulance,1,Fog,21,33
2074,False Alarm,Engine,2,Clear,13,76
2075,Medical,Rescue Squad,3,Rain,1,80
2076,Medical,Ambulance,2,Rain,18,88
2077,Traffic Accident,Rescue Squad,3,Rain,5,79
2078,Medical,Engine,3,Fog,17,100
2079,False Alarm,Ladder,1,Clear,3,57
2080,Traffic Accident,Engine,2,Clear,21,66
2081,Medical,Engine,2,Clear,4,66
2082,Medical,Engine,3,Fog,5,86
2083,Wellness Check,Chief,2,Storm,14,98
2084,False Alarm,Rescue Squad,3,Clear,5,82
2085,Medical,Rescue Squad,1,Rain,7,67
2086,Traffic Accident,Rescue Squad,1,Clear,8,76
2087,Medical,Chief,2,Clear,20,67
2088,False Alarm,Ladder,2,Rain,21,69
2089,Medical,Engine,1,Clear,5,44
2090,False Alarm,Ladder,2,Clear,21,75
2091,Traffic Accident,Chief,1,Rain,1,41
2092,Traffic Accident,Rescue Squad,2,Rain,15,58
2093,Structure Fire,Engine,3,Clear,19,76
2094,Medical,Ambulance,3,Rain,0,84
2095,Medical,Ambulance,2,Clear,15,85
2096,Medical,Ladder,2,Clear,0,64
2097,Medical,Rescue Squad,2,Rain,0,66
2098,Traffic Accident,Ambulance,1,Clear,6,57
2099,Medical,Ladder,2,Clear,15,64
2100,Medical,Chief,1,Clear,16,49
2101,False Alarm,Ladder,3,Fog,15,96
2102,Wellness Check,Ladder,3,Clear,15,90
2103,False Alarm,Ladder,2,Clear,5,73
2104,False Alarm,Engine,2,Clear,17,86
2105,Medical,Ladder,1,Clear,21,66
2106,Medical,Ladder,2,Clear,21,69
2107,Traffic Accident,Engine,2,Clear,2,91
2108,Traffic Accident,Engine,2,Snow,7,122
2109,Medical,Chief,1,Rain,3,55
2110,Wellness Check,Rescue Squad,3,Rain,22,80
2111,Medical,Ambulance,2,Clear,3,63
2112,Medical,Ambulance,3,Clear,16,87
2113,Structure Fire,Ladder,3,Clear,21,84
2114,Structure Fire,Chief,3,Clear,4,90
2115,Structure Fire,Ladder,1,Clear,13,54
2116,Medical,Ambulance,1,Rain,14,33
2117,Wellness Check,Engine,2,Clear,11,63
2118,Medical,Rescue Squad,1,Clear,12,38
2119,Medical,Chief,2,Clear,23,59
2120,Wellness Check,Engine,2,Clear,22,61
2121,False Alarm,Rescue Squad,2,Fog,17,89
2122,Wellness Check,Chief,1,Clear,13,47
2123,Wellness Check,Chief,3,Fog,23,66
2124,Traffic Accident,Ambulance,1,Clear,18,86
2125,Structure Fire,Engine,2,Fog,21,69
2126,Medical,Chief,2,Clear,6,65
2127,Medical,Chief,2,Fog,5,63
2128,Medical,Rescue Squad,2,Clear,4,64
2129,Medical,Ambulance,1,Clear,3,41
2130,Traffic Accident,Ladder,2,Clear,17,96
2131,Medical,Ambulance,1,Clear,13,43
2132,Medical,Ladder,1,Clear,15,58
2133,Medical,Engine,2,Rain,22,68
2134,Traffic Accident,Engine,2,Clear,22,67
2135,Medical,Chief,2,Clear,19,45
2136,Wellness Check,Engine,2,Rain,13,69
2137,Medical,Chief,3,Clear,4,82
2138,Medical,Ambulance,3,Clear,21,98
2139,Structure Fire,Engine,2,Fog,10,74
2140,Wellness Check,Ambulance,1,Storm,11,69
2141,Medical,Ambulance,2,Fog,17,71
2142,Traffic Accident,Engine,1,Snow,3,90
2143,Structure Fire,Ambulance,2,Clear,12,52
2144,Medical,Engine,2,Storm,19,88
2145,Wellness Check,Engine,2,Clear,12,62
2146,Traffic Accident,Engine,2,Clear,3,66
2147,Traffic Accident,Ladder,1,Snow,22,85
2148,Wellness Check,Ambulance,2,Clear,22,40
2149,Wellness Check,Rescue Squad,2,Clear,6,72
2150,Traffic Accident,Engine,2,Clear,22,67
2151,Wellness Check,Ambulance,2,Clear,1,53
2152,Traffic Accident,Chief,2,Clear,20,68
2153,Traffic Accident,Engine,2,Clear,17,87
2154,Traffic Accident,Engine,2,Clear,20,59
2155,Traffic Accident,Rescue Squad,1,Clear,5,30
2156,Medical,Ladder,1,Clear,15,61
2157,Wellness Check,Ladder,2,Clear,2,77
2158,Wellness Check,Engine,1,Fog,21,50
2159,Medical,Ambulance,2,Clear,14,73
2160,Wellness Check,Chief,2,Fog,20,60
2161,Medical,Chief,3,Clear,19,93
2162,Medical,Ambulance,3,Clear,9,96
